price,volume,cap,circ_supply,act_supply,big_wallets,add_count,deposits,withdrawls,tps
5327.26,1000000.0,94100000000000.0,17666007.64,15886608.56,17395671.39,24125620.0,141000000.0,136000000.0,3.98
5533.89,1400000.0,97700000000000.0,17667459.71,15887468.38,17400193.71,24178545.0,165000000.0,176000000.0,3.57
5482.42,1400000.0,96800000000000.0,17669500.53,15890746.29,17399612.89,24193344.0,233000000.0,271000000.0,4.73
5343.36,1500000.0,94400000000000.0,17671289.62,15892787.53,17391724.98,24240140.0,210000000.0,244000000.0,4.42
5174.88,1500000.0,91400000000000.0,17673178.85,15894090.56,17394502.53,24285379.0,238000000.0,324000000.0,4.42
5175.45,81000000.0,91400000000000.0,17674892.37,15895352.76,17397085.78,24316961.0,103000000.0,128000000.0,4.18
5185.77,76000000.0,91600000000000.0,17676931.18,15896713.32,17397934.52,24346452.0,110000000.0,141000000.0,4.29
5165.96,87000000.0,91300000000000.0,17678971.67,15898868.27,17399302.02,24368195.0,209000000.0,283000000.0,4.35
5222.86,86000000.0,92300000000000.0,17680723.77,15901292.68,17404572.64,24360250.0,218000000.0,213000000.0,3.97
5318.92,75000000.0,94000000000000.0,17682863.17,15903004.58,17408492.3,24383741.0,136000000.0,132000000.0,5.11
5391.45,93000000.0,95300000000000.0,17685164.7,15905611.81,17412360.43,24396243.0,141000000.0,163000000.0,5.25
5654.69,1600000.0,10000000000000.0,17687066.59,15907383.41,17422107.98,24423118.0,246000000.0,226000000.0,4.4
5717.33,1300000.0,10000000000000.0,17688718.21,15909941.68,17426361.37,24463998.0,150000000.0,135000000.0,4.12
5740.55,97000000.0,10000000000000.0,17690332.44,15911776.56,17426893.75,24495985.0,141000000.0,165000000.0,3.82
5670.22,1000000.0,10000000000000.0,17692222.19,15914000.53,17427470.39,24523288.0,156000000.0,183000000.0,4.39
5879.51,1500000.0,10000000000000.0,17693812.16,15915308.97,17432015.25,24578940.0,170000000.0,241000000.0,3.83
5855.93,1100000.0,10000000000000.0,17695716.24,15916918.19,17436737.68,24623877.0,182000000.0,218000000.0,4.54
6053.0,1400000.0,10000000000000.0,17697596.73,15919043.78,17443739.75,24663703.0,232000000.0,216000000.0,4.19
6298.63,1600000.0,11000000000000.0,17699164.06,15919736.21,17449495.64,24751850.0,198000000.0,218000000.0,3.73
6863.59,2900000.0,12000000000000.0,17700792.4,15921364.56,17472955.22,24776619.0,328000000.0,356000000.0,3.97
7158.34,3600000.0,12000000000000.0,17702769.55,15923353.71,17468875.59,24724207.0,223000000.0,210000000.0,3.89
7560.21,3400000.0,13000000000000.0,17704859.71,15924348.16,17487325.75,24753090.0,381000000.0,341000000.0,4.58
7989.64,3500000.0,14000000000000.0,17706762.57,15927158.65,17491224.61,24812043.0,347000000.0,362000000.0,4.23
8053.94,2500000.0,14000000000000.0,17708631.98,15929463.55,17496060.98,24899720.0,450000000.0,338000000.0,4.25
7995.09,2700000.0,14000000000000.0,17710463.72,15930993.66,17491477.4,24986294.0,354000000.0,343000000.0,4.35
7261.57,3500000.0,12000000000000.0,17712357.75,15932395.57,17483881.16,25015985.0,314000000.0,351000000.0,4.18
7332.15,1700000.0,13000000000000.0,17714273.88,15934311.36,17485826.8,24975521.0,117000000.0,145000000.0,4.12
7933.76,3000000.0,14000000000000.0,17716315.33,15936615.87,17504246.87,24962378.0,200000000.0,157000000.0,4.04
7900.96,2900000.0,14000000000000.0,17718333.7,15939024.95,17501807.29,25003875.0,235000000.0,256000000.0,4.42
7948.87,2100000.0,14000000000000.0,17720253.21,15941974.89,17503234.67,25045705.0,235000000.0,204000000.0,4.42
7854.67,2100000.0,13000000000000.0,17722347.45,15943615.42,17499636.53,25053589.0,190000000.0,236000000.0,4.56
7704.97,2100000.0,13000000000000.0,17724327.62,15945900.75,17506155.56,25085039.0,255000000.0,226000000.0,4.47
7993.8,2200000.0,14000000000000.0,17726247.0,15948852.13,17509421.12,25100586.0,257000000.0,248000000.0,4.34
8040.82,1400000.0,14000000000000.0,17728000.69,15950794.94,17512563.33,25106975.0,108000000.0,101000000.0,3.9
8289.98,2400000.0,14000000000000.0,17730065.87,15952246.99,17524929.57,25113769.0,192000000.0,135000000.0,4.38
8786.38,2500000.0,15000000000000.0,17732159.27,15954366.8,17527680.17,25132410.0,305000000.0,249000000.0,4.6
8723.64,1900000.0,15000000000000.0,17734214.69,15955572.26,17527691.79,25132652.0,276000000.0,217000000.0,4.49
8639.73,2000000.0,15000000000000.0,17736394.33,15959136.79,17528290.61,25189999.0,253000000.0,252000000.0,4.69
8605.24,2700000.0,15000000000000.0,17738399.9,15960649.4,17523197.88,25229119.0,300000000.0,238000000.0,4.4
8349.15,2300000.0,14000000000000.0,17739869.16,15962210.25,17528528.48,25313217.0,314000000.0,422000000.0,3.44
8544.16,1700000.0,15000000000000.0,17741760.71,15963790.95,17530769.96,25270011.0,163000000.0,142000000.0,3.85
8681.03,1700000.0,15000000000000.0,17743401.24,15965295.58,17534996.9,25254231.0,143000000.0,109000000.0,3.43
8487.97,2300000.0,15000000000000.0,17744896.23,15966600.7,17526311.78,25312583.0,275000000.0,246000000.0,3.45
7830.45,2900000.0,13000000000000.0,17746828.51,15970035.44,17518353.42,25364017.0,292000000.0,312000000.0,4.34
7770.72,2000000.0,13000000000000.0,17748833.98,15972227.69,17523603.91,25354867.0,244000000.0,266000000.0,4.31
7732.19,1700000.0,13000000000000.0,17750799.71,15973839.22,17525069.58,25371412.0,197000000.0,203000000.0,4.21
7950.59,1700000.0,14000000000000.0,17752777.53,15976172.31,17534192.47,25360652.0,194000000.0,215000000.0,4.06
7934.55,1300000.0,14000000000000.0,17754329.45,15977128.55,17533686.25,25385902.0,110000000.0,105000000.0,3.35
7771.77,1500000.0,13000000000000.0,17756169.65,15978348.18,17528862.66,25421265.0,87480000.0,105000000.0,3.52
7836.37,1700000.0,13000000000000.0,17758136.06,15979644.74,17537519.23,25452723.0,238000000.0,220000000.0,4.09
7884.89,1500000.0,14000000000000.0,17759927.24,15981458.45,17537926.22,25475903.0,233000000.0,237000000.0,3.96
8048.24,1900000.0,14000000000000.0,17761568.29,15983298.93,17542879.04,25510189.0,235000000.0,194000000.0,3.79
8174.05,1700000.0,14000000000000.0,17763459.87,15984761.3,17545542.3,25538074.0,250000000.0,213000000.0,4.22
8385.09,1900000.0,14000000000000.0,17765575.85,15987694.61,17554447.04,25509494.0,249000000.0,283000000.0,4.24
8734.98,1700000.0,15000000000000.0,17767403.0,15989483.64,17557593.32,25496696.0,171000000.0,160000000.0,3.81
9107.36,3000000.0,16000000000000.0,17769029.83,15990750.83,17560963.06,25520441.0,266000000.0,179000000.0,3.37
9247.47,2500000.0,16000000000000.0,17770695.77,15992510.84,17567167.02,25599188.0,296000000.0,353000000.0,3.76
9144.12,2400000.0,16000000000000.0,17772736.12,15994275.05,17563577.04,25608720.0,309000000.0,246000000.0,4.58
9149.05,1800000.0,16000000000000.0,17774952.89,15997221.96,17570263.65,25619139.0,237000000.0,233000000.0,4.55
9376.9,2000000.0,16000000000000.0,17776755.87,15999582.36,17575114.71,25678532.0,259000000.0,237000000.0,3.88
9822.87,2800000.0,17000000000000.0,17778422.57,16001053.5,17596293.09,25741297.0,340000000.0,351000000.0,3.94
10708.48,4700000.0,19000000000000.0,17780189.61,16003291.0,17605099.71,25791148.0,391000000.0,293000000.0,4.04
10807.05,2800000.0,19000000000000.0,17782453.97,16005053.62,17608770.29,25749290.0,228000000.0,201000000.0,4.39
10846.7,2500000.0,19000000000000.0,17784668.7,16008071.06,17614095.48,25695831.0,359000000.0,349000000.0,4.51
11337.96,3500000.0,20000000000000.0,17786495.76,16009753.45,17622180.78,25746966.0,378000000.0,390000000.0,4.2
12709.16,7700000.0,22000000000000.0,17788562.49,16011442.46,17632359.91,25831786.0,808000000.0,619000000.0,4.63
11737.15,7800000.0,20000000000000.0,17790342.92,16014194.67,17617605.24,25938418.0,647000000.0,470000000.0,4.19
11671.11,5200000.0,20000000000000.0,17792385.27,16016709.95,17630496.85,25935541.0,455000000.0,494000000.0,4.65
11833.88,3700000.0,21000000000000.0,17794562.45,16019376.4,17630100.38,25887838.0,264000000.0,206000000.0,4.16
11410.91,3700000.0,20000000000000.0,17796465.74,16021560.89,17621324.69,25902954.0,406000000.0,182000000.0,3.83
10619.73,4300000.0,18000000000000.0,17798255.42,16023338.61,17620201.36,25948268.0,402000000.0,318000000.0,3.88
10256.88,4700000.0,18000000000000.0,17800232.23,16024695.47,17624005.23,25963448.0,371000000.0,324000000.0,4.31
11362.69,4600000.0,20000000000000.0,17802383.98,16026641.33,17637397.57,25972338.0,338000000.0,386000000.0,4.6
11703.28,3200000.0,20000000000000.0,17804473.15,16029198.26,17632897.85,25979845.0,356000000.0,248000000.0,4.25
11113.03,2600000.0,19000000000000.0,17806836.87,16031200.48,17633057.71,26019038.0,224000000.0,365000000.0,4.44
11408.76,2100000.0,20000000000000.0,17809062.6,16032796.85,17637217.94,26074572.0,121000000.0,136000000.0,3.98
11338.24,1600000.0,20000000000000.0,17810975.92,16034538.16,17641325.68,26091024.0,133000000.0,135000000.0,3.67
11914.88,2500000.0,21000000000000.0,17813202.17,16037131.55,17650407.43,26127456.0,448000000.0,245000000.0,4.43
12495.02,3600000.0,22000000000000.0,17815129.24,16038600.87,17654870.14,26164505.0,398000000.0,287000000.0,4.18
12543.52,5100000.0,22000000000000.0,17816743.93,16040797.41,17651744.77,26233865.0,461000000.0,338000000.0,3.7
11532.88,4200000.0,20000000000000.0,17818358.94,16042300.43,17646126.96,26279224.0,469000000.0,379000000.0,3.76
11557.76,2500000.0,20000000000000.0,17820411.04,16043576.17,17653265.61,26259677.0,271000000.0,714000000.0,4.15
11324.36,2400000.0,20000000000000.0,17822175.83,16045176.93,17651105.5,26268632.0,136000000.0,171000000.0,3.53
10716.48,2900000.0,19000000000000.0,17823990.1,16047221.32,17641768.61,26277975.0,188000000.0,147000000.0,3.51
10398.01,3400000.0,18000000000000.0,17825817.81,16048535.11,17649579.2,26322843.0,273000000.0,327000000.0,4.04
10119.6,4200000.0,18000000000000.0,17827845.06,16051105.82,17619695.4,26356664.0,320000000.0,297000000.0,4.21
9552.77,3400000.0,17000000000000.0,17829510.67,16052539.63,17624564.31,26406235.0,345000000.0,350000000.0,3.77
10103.48,3400000.0,18000000000000.0,17831026.83,16054265.64,17650992.73,26475370.0,369000000.0,317000000.0,3.66
10455.72,2500000.0,18000000000000.0,17832503.96,16055255.71,17650762.96,26500064.0,243000000.0,309000000.0,3.42
10712.65,2000000.0,19000000000000.0,17834719.06,16057264.44,17656841.46,26475498.0,156000000.0,174000000.0,3.67
10567.64,1600000.0,18000000000000.0,17836582.88,16059061.22,17656150.38,26492444.0,103000000.0,127000000.0,3.36
10390.87,1800000.0,18000000000000.0,17838559.63,16060891.22,17655133.38,26522407.0,237000000.0,171000000.0,3.7
10040.1,1800000.0,17000000000000.0,17840348.81,16062851.57,17637769.28,26544524.0,227000000.0,259000000.0,3.69
9706.56,1800000.0,17000000000000.0,17842088.24,16064052.29,17638832.93,26491403.0,201000000.0,199000000.0,3.45
10018.64,1500000.0,17000000000000.0,17843965.15,16065850.35,17642460.37,26496819.0,170000000.0,187000000.0,3.85
9766.48,1100000.0,17000000000000.0,17846041.63,16067515.05,17643007.07,26532473.0,157000000.0,239000000.0,3.72
9673.92,2000000.0,17000000000000.0,17847942.77,16069238.92,17637523.07,26561874.0,119000000.0,137000000.0,3.3
9452.1,1200000.0,16000000000000.0,17850131.38,16070739.57,17640988.5,26570677.0,92660000.0,101000000.0,3.13
9540.54,1300000.0,17000000000000.0,17852233.08,16072553.22,17642610.8,26563977.0,200000000.0,161000000.0,3.9
9554.62,1200000.0,17000000000000.0,17854010.09,16074680.88,17645761.05,26579307.0,208000000.0,231000000.0,3.76
9887.0,1500000.0,17000000000000.0,17856149.52,16077055.91,17667674.68,26586672.0,212000000.0,195000000.0,4.23
10134.53,1500000.0,18000000000000.0,17857926.06,16080750.25,17674747.89,26584174.0,242000000.0,196000000.0,3.86
10481.88,1600000.0,18000000000000.0,17860039.97,16084398.51,17678458.88,26597052.0,297000000.0,244000000.0,4.07
10770.63,1400000.0,19000000000000.0,17862203.63,16086190.47,17683202.84,26618439.0,144000000.0,109000000.0,3.73
10830.71,1600000.0,19000000000000.0,17864292.35,16088381.76,17686820.0,26625431.0,116000000.0,95290000.0,3.46
11646.0,2800000.0,20000000000000.0,17866081.6,16090018.62,17696591.46,26642001.0,391000000.0,329000000.0,3.93
11782.99,3300000.0,21000000000000.0,17868095.86,16093109.6,17695504.97,26649138.0,358000000.0,589000000.0,4.29
11769.63,2900000.0,21000000000000.0,17870019.11,16095218.01,17701555.53,26655390.0,316000000.0,448000000.0,4.29
11793.9,2100000.0,21000000000000.0,17871796.44,16096979.47,17703304.04,26619157.0,276000000.0,237000000.0,3.91
11820.8,1700000.0,21000000000000.0,17873635.65,16098930.12,17704434.8,26638245.0,284000000.0,224000000.0,3.94
11513.2,1700000.0,20000000000000.0,17875524.63,16100235.71,17701393.55,26649204.0,148000000.0,140000000.0,3.43
11365.23,1100000.0,20000000000000.0,17877438.6,16102101.51,17705274.08,26675706.0,102000000.0,95920000.0,3.17
11385.0,86000000.0,20000000000000.0,17879108.32,16104202.44,17705306.18,26681010.0,169000000.0,140000000.0,3.51
11062.06,1500000.0,19000000000000.0,17881077.22,16105920.85,17702108.15,26605300.0,192000000.0,187000000.0,4.31
10384.65,2400000.0,18000000000000.0,17882978.22,16108607.87,17692406.74,26595980.0,241000000.0,226000000.0,4.17
10005.27,2700000.0,17000000000000.0,17884942.15,16110494.63,17700487.62,26612998.0,245000000.0,294000000.0,4.02
10174.24,2300000.0,18000000000000.0,17886781.04,16112303.19,17702675.99,26644463.0,197000000.0,238000000.0,3.81
10269.74,1100000.0,18000000000000.0,17888382.46,16114110.61,17702178.92,26685429.0,83450000.0,87160000.0,3.34
10319.92,93000000.0,18000000000000.0,17889958.79,16115793.74,17705000.83,26713313.0,81850000.0,73700000.0,3.15
10655.91,1500000.0,19000000000000.0,17891997.94,16117878.97,17712514.2,26731133.0,208000000.0,181000000.0,3.86
10743.9,1200000.0,19000000000000.0,17893912.56,16119249.62,17713310.35,26746768.0,179000000.0,162000000.0,3.82
10177.81,2000000.0,18000000000000.0,17895614.61,16121422.37,17706305.13,26797108.0,199000000.0,228000000.0,3.59
10007.44,1300000.0,17000000000000.0,17897378.84,16123109.83,17708416.37,26810373.0,193000000.0,175000000.0,3.72
10283.13,1200000.0,18000000000000.0,17899292.99,16125445.86,17716606.1,26819580.0,176000000.0,174000000.0,3.95
10103.81,1100000.0,18000000000000.0,17901294.26,16127580.86,17719019.1,26739977.0,90280000.0,106000000.0,3.5
10099.28,1000000.0,18000000000000.0,17903232.83,16128979.92,17719540.19,26772249.0,102000000.0,82910000.0,3.34
10388.85,1700000.0,18000000000000.0,17904946.93,16131090.14,17725132.52,26783470.0,234000000.0,159000000.0,3.71
10168.17,1000000.0,18000000000000.0,17906636.09,16132414.28,17724707.65,26789403.0,180000000.0,166000000.0,3.76
9974.19,1400000.0,17000000000000.0,17908525.05,16134330.31,17705703.59,26795793.0,201000000.0,225000000.0,3.93
9506.73,1400000.0,17000000000000.0,17910588.72,16136385.84,17703498.26,26805571.0,199000000.0,277000000.0,4.01
9533.69,97000000.0,17000000000000.0,17912589.91,16139625.67,17707060.56,26815342.0,170000000.0,242000000.0,4.1
9581.53,54000000.0,17000000000000.0,17914666.07,16140558.33,17709256.34,26842236.0,78120000.0,87240000.0,3.87
9657.74,59000000.0,17000000000000.0,17916454.39,16142895.02,17713709.22,26861247.0,86980000.0,81620000.0,3.31
10076.96,1500000.0,18000000000000.0,17918318.18,16144260.84,17738400.56,26866823.0,247000000.0,201000000.0,3.84
10542.03,1900000.0,18000000000000.0,17920369.5,16146252.94,17743009.62,26896144.0,290000000.0,212000000.0,4.29
10564.37,1600000.0,18000000000000.0,17922070.72,16148429.3,17744488.92,26898040.0,209000000.0,434000000.0,3.76
10563.37,1000000.0,18000000000000.0,17924134.41,16150034.43,17746414.59,26918855.0,281000000.0,161000000.0,4.1
10618.09,2100000.0,19000000000000.0,17926110.76,16152533.4,17745602.5,26945427.0,240000000.0,229000000.0,4.18
10432.31,83000000.0,18000000000000.0,17927987.01,16154733.63,17749016.95,26974210.0,101000000.0,118000000.0,3.62
10435.97,78000000.0,18000000000000.0,17930200.52,16155625.56,17750140.72,27010288.0,95660000.0,87860000.0,3.34
10288.96,1300000.0,18000000000000.0,17932027.4,16158137.98,17751373.06,26978024.0,216000000.0,215000000.0,3.66
10170.25,98000000.0,18000000000000.0,17934304.26,16160266.36,17749691.9,26945917.0,200000000.0,237000000.0,3.92
10060.46,1100000.0,18000000000000.0,17936605.75,16162473.6,17753537.62,26924206.0,188000000.0,199000000.0,3.88
10248.14,1000000.0,18000000000000.0,17938581.87,16164936.07,17758568.52,26957201.0,236000000.0,178000000.0,3.92
10304.58,98000000.0,18000000000000.0,17940457.79,16166669.92,17760125.63,26944912.0,187000000.0,215000000.0,3.53
10347.86,72000000.0,18000000000000.0,17942396.2,16169553.76,17762005.25,26978493.0,98550000.0,89260000.0,3.54
10318.05,51000000.0,18000000000000.0,17944234.62,16171134.26,17762942.51,27002685.0,94240000.0,86450000.0,3.12
10234.52,1000000.0,18000000000000.0,17946273.43,16172785.53,17764610.0,27001622.0,221000000.0,204000000.0,4.04
10216.22,74000000.0,18000000000000.0,17948124.76,16174583.06,17765711.33,27003470.0,236000000.0,195000000.0,3.99
10190.14,78000000.0,18000000000000.0,17950300.92,16176732.89,17767676.94,26931997.0,232000000.0,229000000.0,4.17
9971.36,1700000.0,17000000000000.0,17952152.32,16178522.0,17770730.38,26964856.0,257000000.0,290000000.0,4.02
10178.75,80000000.0,18000000000000.0,17954040.98,16181146.17,17771130.05,26998317.0,256000000.0,249000000.0,4.01
10026.47,67000000.0,18000000000000.0,17956116.76,16182152.18,17757332.01,27024018.0,115000000.0,74590000.0,3.79
9973.49,68000000.0,17000000000000.0,17958192.54,16184224.4,17770866.01,27072157.0,109000000.0,111000000.0,3.71
9833.73,1100000.0,17000000000000.0,17959618.66,16186030.6,17753536.65,27094807.0,185000000.0,202000000.0,3.37
9016.35,2700000.0,16000000000000.0,17961582.49,16189012.89,17738909.86,27079892.0,501000000.0,367000000.0,4.11
8450.25,2000000.0,15000000000000.0,17963533.76,16190583.96,17738246.48,27051512.0,381000000.0,333000000.0,3.99
8136.27,2000000.0,14000000000000.0,17965672.37,16192429.23,17734312.95,27057258.0,254000000.0,240000000.0,4.07
8042.29,1300000.0,14000000000000.0,17967323.49,16194826.64,17737139.13,27077213.0,213000000.0,262000000.0,3.56
8165.05,96000000.0,14000000000000.0,17969311.87,16197002.05,17739123.09,27100521.0,120000000.0,121000000.0,3.64
8051.99,86000000.0,14000000000000.0,17971012.93,16198481.9,17738178.52,27137742.0,88240000.0,110000000.0,3.34
8042.93,1500000.0,14000000000000.0,17972639.43,16200656.48,17742930.94,27144595.0,244000000.0,211000000.0,3.59
8375.54,1200000.0,15000000000000.0,17974428.55,16201663.24,17745098.93,27157535.0,187000000.0,238000000.0,3.84
8263.06,73000000.0,14000000000000.0,17976279.65,16203645.89,17748400.35,27183538.0,165000000.0,176000000.0,3.81
8222.29,85000000.0,14000000000000.0,17978118.13,16205612.23,17747447.91,27206012.0,148000000.0,154000000.0,3.79
8143.88,72000000.0,14000000000000.0,17979956.38,16207422.39,17747705.36,27243086.0,155000000.0,169000000.0,3.9
8106.13,53000000.0,14000000000000.0,17981932.29,16209690.98,17749084.85,27273731.0,78720000.0,72920000.0,3.79
7946.06,95000000.0,14000000000000.0,17983795.56,16210990.65,17745724.73,27307483.0,102000000.0,85910000.0,3.15
8074.44,1200000.0,14000000000000.0,17985734.23,16213061.65,17753853.89,27311102.0,205000000.0,192000000.0,3.81
8214.01,81000000.0,14000000000000.0,17987760.57,16215018.73,17755246.67,27322714.0,202000000.0,147000000.0,3.85
8425.96,1400000.0,15000000000000.0,17989486.96,16216988.91,17763680.56,27354038.0,244000000.0,203000000.0,3.62
8553.54,1000000.0,15000000000000.0,17991513.2,16218778.89,17765175.41,27377534.0,224000000.0,225000000.0,4.04
8445.92,1400000.0,15000000000000.0,17993464.39,16221104.97,17761833.42,27403842.0,185000000.0,255000000.0,4.02
8337.88,47000000.0,15000000000000.0,17995127.89,16222768.0,17763665.37,27442739.0,78550000.0,77700000.0,3.4
8340.63,69000000.0,15000000000000.0,17996903.75,16224501.89,17764500.29,27487864.0,104000000.0,79220000.0,3.32
8310.52,68000000.0,15000000000000.0,17998592.44,16226628.31,17767799.74,27511425.0,1100000000.0,1080000000.0,3.52
8269.07,78000000.0,14000000000000.0,18000506.14,16228563.89,17765857.81,27538946.0,191000000.0,138000000.0,3.98
8000.65,99600000.0,14000000000000.0,18002294.82,16230019.35,17765257.79,27545249.0,196000000.0,206000000.0,3.86
8041.63,58000000.0,14000000000000.0,18004170.97,16231936.28,17768348.69,27537128.0,282000000.0,165000000.0,3.89
7944.76,73000000.0,14000000000000.0,18006171.9,16233954.49,17767967.22,27573475.0,159000000.0,202000000.0,3.9
7972.69,55000000.0,14000000000000.0,18007947.73,16236327.04,17768817.85,27623443.0,70520000.0,63820000.0,3.59
8064.2,71000000.0,14000000000000.0,18009773.81,16237678.75,17774952.33,27658814.0,75590000.0,69390000.0,3.26
8226.31,67000000.0,14000000000000.0,18011762.44,16240234.9,17776983.33,27688382.0,227000000.0,159000000.0,4.12
8191.12,80000000.0,14000000000000.0,18013876.15,16242170.63,17775820.2,27708906.0,185000000.0,230000000.0,3.97
7705.19,74000000.0,13000000000000.0,18015977.76,16243656.8,17767151.67,27704248.0,249000000.0,252000000.0,3.96
7448.34,76000000.0,13000000000000.0,18017641.54,16245815.26,17768645.5,27720492.0,208000000.0,199000000.0,3.57
8174.28,2300000.0,14000000000000.0,18019367.9,16247021.74,17791974.81,27724935.0,356000000.0,264000000.0,3.81
9411.41,4700000.0,17000000000000.0,18021119.19,16248990.33,17803433.12,27724882.0,402000000.0,236000000.0,3.51
9487.15,2500000.0,17000000000000.0,18022557.66,16250312.66,17809303.77,27757513.0,147000000.0,119000000.0,3.01
9500.19,2200000.0,17000000000000.0,18024233.99,16251671.52,17807455.33,27757063.0,295000000.0,240000000.0,3.54
9372.61,1700000.0,16000000000000.0,18025897.91,16253321.92,17810819.87,27771416.0,247000000.0,228000000.0,3.58
9181.71,1400000.0,16000000000000.0,18027574.28,16254694.0,17808909.03,27797348.0,208000000.0,218000000.0,3.58
9174.13,1400000.0,16000000000000.0,18029225.79,16256370.53,17809965.63,27806658.0,204000000.0,178000000.0,3.48
9158.4,1200000.0,16000000000000.0,18030851.97,16258429.69,17813410.73,27801224.0,217000000.0,229000000.0,3.66
9284.92,74000000.0,16000000000000.0,18032527.93,16259708.2,17815565.44,27831665.0,90400000.0,78530000.0,3.29
9208.93,73000000.0,16000000000000.0,18034253.93,16261303.96,17816065.28,27858152.0,80720000.0,82870000.0,3.34
9322.19,1200000.0,16000000000000.0,18035905.07,16263201.28,17821007.45,27879923.0,227000000.0,209000000.0,3.59
9331.11,1100000.0,16000000000000.0,18037706.32,16264432.13,17821425.65,27894775.0,235000000.0,226000000.0,3.89
9346.19,82000000.0,16000000000000.0,18039357.43,16266129.32,17823942.06,27841838.0,222000000.0,175000000.0,3.59
9223.81,90000000.0,16000000000000.0,18041046.07,16267841.37,17823433.54,27827108.0,218000000.0,202000000.0,3.83
8923.06,1600000.0,16000000000000.0,18042647.3,16269143.91,17818140.85,27857455.0,199000000.0,326000000.0,3.62
8807.4,63000000.0,15000000000000.0,18044448.11,16270574.32,17820374.44,27854086.0,77010000.0,98120000.0,3.43
8942.55,88000000.0,16000000000000.0,18046524.23,16272401.11,17825334.57,27882827.0,84340000.0,82310000.0,3.54
8780.43,1000000.0,15000000000000.0,18048412.91,16274018.99,17822842.86,27899577.0,161000000.0,158000000.0,3.79
8723.02,93000000.0,15000000000000.0,18050101.64,16276237.49,17825518.82,27928497.0,218000000.0,335000000.0,3.49
8753.29,63000000.0,15000000000000.0,18051790.15,16277258.72,17826809.41,27941079.0,198000000.0,196000000.0,3.67
8649.91,75000000.0,15000000000000.0,18053903.62,16279240.1,17827256.52,27936447.0,206000000.0,198000000.0,4.01
8552.22,1100000.0,15000000000000.0,18055880.23,16281523.25,17826306.2,27987902.0,212000000.0,223000000.0,3.8
8472.14,45000000.0,15000000000000.0,18057731.92,16283823.29,17828125.8,28014053.0,82170000.0,76590000.0,3.24
8513.89,63000000.0,15000000000000.0,18059658.42,16285298.14,17830253.84,28026821.0,76330000.0,65140000.0,3.1
8328.72,1000000.0,15000000000000.0,18061409.51,16287066.9,17825781.3,28060708.0,249000000.0,198000000.0,3.55
8103.58,95000000.0,14000000000000.0,18063248.3,16291293.7,17826958.05,28005785.0,246000000.0,210000000.0,3.76
8103.07,73000000.0,14000000000000.0,18065024.44,16293313.41,17828129.17,28042805.0,167000000.0,180000000.0,3.71
7757.37,1400000.0,14000000000000.0,18066738.22,16295320.52,17821020.51,28052492.0,240000000.0,245000000.0,3.77
7273.57,2500000.0,13000000000000.0,18068389.64,16296538.62,17816449.08,28073622.0,329000000.0,439000000.0,3.51
7235.8,1000000.0,13000000000000.0,18070553.12,16298241.49,17819183.39,28105100.0,122000000.0,138000000.0,3.61
7105.38,1400000.0,12000000000000.0,18072191.54,16301208.18,17812476.38,28157524.0,113000000.0,106000000.0,3.06
6950.57,2700000.0,12000000000000.0,18073755.47,16302791.31,17817387.06,28190995.0,320000000.0,395000000.0,3.28
7151.45,1300000.0,12000000000000.0,18075281.9,16304638.12,17819887.32,28207782.0,262000000.0,245000000.0,3.7
7276.76,2000000.0,13000000000000.0,18077020.23,16306502.72,17828373.98,28166814.0,206000000.0,225000000.0,3.62
7518.76,1100000.0,13000000000000.0,18079058.68,16308043.9,17828702.07,28200580.0,150000000.0,169000000.0,3.66
7632.93,1400000.0,13000000000000.0,18080759.76,16310096.92,17836136.69,28218440.0,172000000.0,226000000.0,3.53
7642.93,98000000.0,13000000000000.0,18082335.59,16311880.66,17833251.68,28249668.0,110000000.0,128000000.0,3.3
7355.65,1200000.0,13000000000000.0,18084073.71,16313490.29,17831984.58,28298703.0,71570000.0,103000000.0,3.1
7298.27,99000000.0,13000000000000.0,18085887.08,16315125.99,17832070.57,28323152.0,205000000.0,168000000.0,3.69
7317.99,75000000.0,13000000000000.0,18087863.11,16316543.01,17833731.48,28354568.0,185000000.0,201000000.0,3.87
7343.7,1900000.0,13000000000000.0,18089952.92,16318482.88,17834208.49,28382088.0,209000000.0,233000000.0,3.84
7326.08,1200000.0,13000000000000.0,18091766.29,16320602.87,17839327.95,28393045.0,175000000.0,181000000.0,3.69
7421.3,1100000.0,13000000000000.0,18093579.72,16322582.18,17843596.58,28372329.0,184000000.0,195000000.0,3.6
7538.11,63000000.0,13000000000000.0,18095517.96,16323956.58,17845227.21,28368275.0,85020000.0,69180000.0,3.27
7491.56,64000000.0,13000000000000.0,18097368.7,16325674.55,17847257.34,28384216.0,72290000.0,70520000.0,3.23
7466.94,1100000.0,13000000000000.0,18099219.68,16327949.33,17845738.23,28347849.0,219000000.0,185000000.0,3.67
7297.17,93000000.0,13000000000000.0,18101070.51,16329668.67,17845701.87,28304892.0,204000000.0,220000000.0,3.72
7207.59,65000000.0,13000000000000.0,18102721.3,16331192.65,17847026.78,28241768.0,160000000.0,196000000.0,3.34
7176.3,93000000.0,13000000000000.0,18104384.58,16332982.74,17848310.96,28253335.0,166000000.0,154000000.0,3.59
7229.78,60000000.0,13000000000000.0,18106285.46,16336164.82,17850927.87,28279651.0,164000000.0,167000000.0,3.81
